41.019529,-81.491758
41.020097,-81.491606
41.021128,-81.492747
41.021984,-81.491565
41.022851,-81.491552
41.023312,-81.491509
41.02426,-81.491483
41.025461,-81.491465
40.991325,-81.492558
40.992156,-81.492462
40.993357,-81.49242
40.99445,-81.492403
40.995515,-81.492411
40.996554,-81.492371
40.997313,-81.492455
40.9975,-81.493143
40.997386,-81.49454
40.997411,-81.495398
40.997638,-81.49543
40.998116,-81.492347
40.999128,-81.492332
40.999769,-81.492274
41.000663,-81.492237
41.001811,-81.492303
41.002776,-81.492192
41.004005,-81.492174
41.004844,-81.492125
41.005875,-81.492193
41.006028,-81.493192
41.006379,-81.495071
41.006486,-81.496023
41.00629,-81.492115
41.007852,-81.492079
41.00834,-81.49206
41.009441,-81.492031
41.010516,-81.491991
41.011699,-81.491985
41.012819,-81.491956
41.013885,-81.491916
41.015005,-81.491911
41.015953,-81.491884
41.016928,-81.491845
41.017923,-81.491926
41.017745,-81.492238
41.017977,-81.49301
41.017783,-81.493574
41.017925,-81.494215
41.017768,-81.494933
41.017989,-81.495348
41.017954,-81.495515
41.018498,-81.491607
41.018969,-81.49179
41.02743,-81.491435
41.027972,-81.491414
41.029127,-81.491313
40.98878,-81.492273
40.990547,-81.492192
40.989562,-81.492166
40.991581,-81.492129
40.992759,-81.492159
40.995017,-81.492067
40.993945,-81.492137
40.99583,-81.492115
40.997257,-81.488447
40.997273,-81.489456
40.99686,-81.492073
40.998124,-81.492037
40.997453,-81.491487
40.997282,-81.490588
40.999126,-81.492012
41.000282,-81.491959
41.001219,-81.491999
41.002758,-81.491789
41.004206,-81.491766
41.002302,-81.491981
41.003384,-81.491955
41.004539,-81.491928
41.006857,-81.491855
41.005602,-81.491903
41.007525,-81.491854
41.008895,-81.491828
41.009897,-81.491794
41.012267,-81.491763
41.012001,-81.491685
41.011252,-81.491787
41.014433,-81.491695
41.013349,-81.491726
41.017912,-81.491538
41.017464,-81.491629
41.016374,-81.49165
41.015409,-81.488301
41.015419,-81.489445
41.015571,-81.490322
41.015568,-81.491288
40.997482,-81.486355
40.99719,-81.485982
40.997229,-81.487201
41.015372,-81.485433
41.015397,-81.486584
40.971014,-81.464051
40.962035,-81.435986
40.960723,-81.436062
40.961074,-81.43511
40.9635,-81.434545
40.962725,-81.433844
40.963222,-81.434829
40.96341,-81.435471
40.963432,-81.436317
40.964981,-81.436017
40.964992,-81.434846
40.964987,-81.433695
40.965261,-81.432403
40.970337,-81.417621
40.969188,-81.418049
40.968027,-81.419091
40.966884,-81.419795
40.966959,-81.421232
40.968275,-81.420635
40.969782,-81.421479
40.970126,-81.420429
40.971243,-81.419208
40.972501,-81.417763
40.973701,-81.41775
40.973902,-81.418044
40.97282,-81.417884
40.972918,-81.419234
40.972433,-81.419191
40.971399,-81.41952
40.971263,-81.421282
40.972432,-81.422977
40.971322,-81.423808
40.970809,-81.424149
40.970836,-81.42289
40.968951,-81.424937
40.967368,-81.425394
40.967049,-81.425715
40.968002,-81.424054
40.968284,-81.421707
40.96807,-81.422826
40.966624,-81.422834
40.965113,-81.42277
40.965144,-81.424105
40.965169,-81.425711
40.965266,-81.427268
40.965319,-81.429178
40.965416,-81.431055
40.965462,-81.432643
40.965543,-81.434446
40.9656,-81.436242
40.973951,-81.466996
40.97408,-81.470558
40.974138,-81.471661
40.978282,-81.474723
40.977365,-81.474855
40.978288,-81.476066
40.977348,-81.476175
40.978154,-81.477477
40.977932,-81.478579
40.976962,-81.479293
40.977777,-81.479236
40.978279,-81.47957
40.978716,-81.48019
40.979282,-81.479749
40.980289,-81.482533
40.980207,-81.483587
40.979694,-81.483103
40.979358,-81.48218
40.978728,-81.481294
40.980289,-81.480581
40.979991,-81.481791
40.9808,-81.481912
40.981477,-81.484491
40.981168,-81.483509
40.981085,-81.482406
40.981066,-81.481249
40.981045,-81.480069
40.981009,-81.478825
40.980886,-81.477831
40.980199,-81.477271
40.979623,-81.477111
40.979035,-81.478056
40.978521,-81.479036
40.979717,-81.478507
40.98047,-81.479141
40.980434,-81.475716
40.981189,-81.476562
40.980807,-81.475434
40.980892,-81.474239
40.978833,-81.471774
40.979777,-81.471486
40.979095,-81.469101
40.979411,-81.469873
40.987716,-81.472969
40.98701,-81.47086
40.987508,-81.469856
40.988212,-81.470314
40.988165,-81.473242
40.987551,-81.473834
40.98738,-81.474731
40.987368,-81.475863
40.98727,-81.477053
40.987218,-81.478194
40.987188,-81.479324
40.98748,-81.480441
40.987707,-81.481528
40.988034,-81.482406
40.98316,-81.478216
40.983981,-81.47792
40.984136,-81.479762
40.984288,-81.480801
40.98519,-81.480778
40.986006,-81.480769
40.986793,-81.4809
40.985521,-81.473799
40.984857,-81.473878
40.98395,-81.473888
40.982157,-81.473967
40.980419,-81.474043
40.979515,-81.474074
40.978635,-81.474119
40.976716,-81.474179
40.975075,-81.474188
40.974244,-81.475127
40.974303,-81.476388
40.974418,-81.478731
40.973762,-81.422914
40.975165,-81.42335
40.976224,-81.423413
40.979964,-81.425837
40.980372,-81.42435
40.980202,-81.422882
40.983044,-81.427298
40.982796,-81.425818
40.981571,-81.425855
40.982241,-81.425058
40.979083,-81.42485
40.977996,-81.423985
40.974853,-81.445771
40.973567,-81.445869
40.972945,-81.445032
40.972453,-81.443379
40.972002,-81.442109
40.973734,-81.461729
40.973744,-81.463389
40.974936,-81.464497
40.973601,-81.4645
40.972704,-81.464604
40.970032,-81.464674
40.969198,-81.464751
40.967398,-81.464862
40.965544,-81.464828
40.959027,-81.46553
40.95781,-81.465606
40.956755,-81.465681
40.954254,-81.465834
40.952997,-81.465889
40.952933,-81.467417
40.952891,-81.466592
40.951789,-81.465922
40.950431,-81.465783
40.949675,-81.465636
40.948543,-81.465448
40.946325,-81.465253
40.944932,-81.465095
40.930965,-81.46514
40.929414,-81.465022
40.927796,-81.464936
40.926102,-81.464642
40.906472,-81.464202
40.908885,-81.463361
40.910267,-81.462602
40.91147,-81.462375
40.912771,-81.461935
40.914186,-81.461797
40.91562,-81.46201
40.917051,-81.462251
40.91877,-81.462551
40.920884,-81.462895
40.922256,-81.463234
40.923918,-81.463736
40.92834,-81.46205
40.928368,-81.463088
40.928389,-81.464263
40.933367,-81.479385
40.93151,-81.481306
40.932015,-81.481293
40.933193,-81.482052
40.932892,-81.483642
40.931886,-81.484489
40.929931,-81.486395
40.92985,-81.485595
40.929813,-81.484146
40.92955,-81.483791
40.93082,-81.483742
40.930853,-81.483246
40.931883,-81.483686
40.932896,-81.477693
40.932709,-81.47676
40.932408,-81.47523
40.931986,-81.472978
40.931676,-81.471309
40.931289,-81.468836
40.931414,-81.466767
40.931486,-81.465713
40.93214,-81.464997
40.960572,-81.465218
40.960883,-81.465018
40.960845,-81.464026
40.961737,-81.465096
40.962491,-81.464945
40.955705,-81.465852
40.957192,-81.467612
40.957914,-81.467535
40.958745,-81.467451
40.956664,-81.467635
40.956103,-81.467711
40.950716,-81.466985
40.950753,-81.468114
40.950826,-81.469143
40.950171,-81.467745
40.949559,-81.467725
40.949023,-81.467828
40.949386,-81.467087
40.950256,-81.466651
40.950152,-81.467349
40.961555,-81.436884
40.960876,-81.437514
40.959644,-81.437595
40.958611,-81.436808
40.958242,-81.437324
40.957418,-81.437524
40.957261,-81.43821
40.957736,-81.4368
40.959505,-81.436731
40.960426,-81.436713
40.974526,-81.484602
40.97462,-81.486915
40.974651,-81.488128
40.975502,-81.488947
40.978986,-81.487877
40.978965,-81.486858
40.978589,-81.485866
40.977939,-81.485101
40.977271,-81.484393
40.981349,-81.489151
40.980733,-81.488416
40.978855,-81.489673
40.978097,-81.489538
40.977348,-81.489466
40.977147,-81.49045
40.977635,-81.491114
40.978237,-81.491003
40.978849,-81.490781
40.977467,-81.493186
40.978333,-81.493147
40.978997,-81.492616
40.978979,-81.49144
40.978967,-81.490246
40.959523,-81.494185
40.95795,-81.494278
40.956791,-81.494416
40.955399,-81.494466
40.953823,-81.494565
40.95309,-81.505457
40.953055,-81.504406
40.95293,-81.500712
40.952873,-81.499048
40.952795,-81.497083
40.952695,-81.494861
40.974682,-81.489322
40.974732,-81.490474
40.974783,-81.491583
40.974825,-81.492634
40.974908,-81.494781
40.975771,-81.493285
40.976619,-81.49318
40.979437,-81.493105
40.980572,-81.493054
40.9816,-81.493017
40.982868,-81.492968
40.983486,-81.49188
40.983962,-81.491927
40.989227,-81.490289
40.985852,-81.488155
40.984991,-81.487964
40.985433,-81.487436
40.986105,-81.487694
40.986715,-81.486994
40.986714,-81.485796
40.986224,-81.485206
40.985805,-81.484698
40.985366,-81.485651
40.987122,-81.483817
40.984776,-81.523056
40.98527,-81.522497
40.985267,-81.523493
40.983797,-81.522035
40.982543,-81.520787
40.982422,-81.518796
40.982562,-81.516874
40.982714,-81.512126
